run_id,chunk,k,temp,recall@5,f1,latency_ms,cost_cents
1bb9a2b0,256,3,0.2,1.0,1.0,871.1,0.0264
4c7b2a2a,256,3,0.2,0.0,0.0,837.91,0.0222
75597108,256,3,0.2,1.0,1.0,1331.79,0.0231
1211ce96,256,3,0.2,1.0,1.0,1227.8,0.0207
80af3f8a,256,3,0.2,0.6667,0.6667,2559.38,0.0316
